jobId,source,sourceUrl,title,company,level,rawText
"ai_ops","boss","unknown","策略产品运营（大模型Agent方向）","上海从鲸信息技术","经验不限","岗位职责
职位描述：作为平台大模型应用的策略产品运营，负责构建基于Agent的智能交互与风险识别体系。通过数据洞察与策略迭代，驱动大模型在复杂业务场景下的落地效果，提升平台供给质量与用户信任度。
核心职责：
1.大模型效果评估与迭代：丰富大模型对话质量评估体系，通过Badcase归因分析、提出优化建议及数据策略，联动算法团队持续提升模型的意图识别准确率、逻辑推理能力及对话专业度。
2.策略指标运营与增长：对模型覆盖率和违规判定准确率等核心指标负责。通过漏斗分析与场景拆解，提升高风险场景的模型触发覆盖率，优化判定逻辑闭环，确保业务目标达成。
3.行业知识库与规则工程：深入研究重点类目（如服饰、生鲜、电器等）的行业标准与质量规范，将非结构化的行业知识转化为机器可理解的规则与知识库，赋能模型具备专家级判断能力。
4.生态协同与策略落地：联动产品算法及商家生态团队，收集前线反馈与业务痛点，推动策略在产品端的落地，实现平台、商家与消费者的多方共赢。

任职要求
1.数据能力：精通数据分析方法论，熟练使用SQL、Excel等工具，能通过数据洞察发现问题根因，驱动策略优化。
2.综合素质：具备较强的逻辑思维与快速学习能力，优秀的项目管理与跨部门沟通能力；结果导向，能在复杂业务场景下推动多方协作，对大模型技术在垂直领域的落地有强烈热情。
3.核心经验（满足其一即可）：
· 大模型应用方向：熟悉大模型应用落地流程，有模型评测、数据标注策略或大模型产品运营经验者优先。
· 平台治理方向：熟悉电商商品质量、风险治理或用户体验策略，具备将业务规则转化为系统策略的能力，对行业标准有一定敏感度。"
"ai_ops","boss","unknown","AI产品运营","嘉兴江莱科技有限公司","经验不限","1、负责金融科技相关产品的需求调研、市场分析、用户痛点挖掘，独立完成产品规划、原型设计、需求文档撰写，输出完整的产品方案。
2、参与产品从0到1落地优化、迭代升级全流程，联动研发、测试、运营、业务等跨部门团队，推进需求评审、开发落地地、测试验收、上线复盘，保障产品项目高效落地。
3、运用各类AI工具赋能产品工作与项目落地，借助AI工具完成需求分析、用户画像梳理、数据分析、方案优化、原型辅助设计、内容产出、风险预判等工作，提升产品设计效率与项目推进质量，落地AI+金融产品创新优化场景。
4、持续跟踪金融科技行业政策、市场动态、竞品产品迭代情况，结合业务数据及用户反馈，持续优化产品功能、流程及体验，提升产品核心竞争力与业务转化效率。
5、负责产品数据监控、复盘分析，定期输出产品迭代报告、项目工作总结，沉淀产品方法论与项目落地经验。
6、配合业务部门完成产品推广、落地赋能，解答业务使用问题，助力业务数字化、智能化升级。

任职要求：
1、学历要求:硕士及以上学历，金融、统计学、数据分析、经济学等相关专业优先。
2、综合能力:具备良好的跨部门沟通协调能力、项目推进能力、问题解决能力，思维清晰、逻辑严谨，对数据敏感，有较强的产品运营思维和创新意识。
3、职业素养:工作认真负责、执行力强，具备良好的抗压能力和团队协作意识，认同金融科技行业发展方向，愿意深耕产品领域。"
"ai_ops","boss","unknown","AI策略产品运营（AI builder方向）","美团","3-5年","岗位职责：
1、业务工作流梳理和Agent方案设计
深度拆解美团团购-零售业务线各模块工作流，基于业务逻辑的理解和对AI能力边界的认知，识别出具备高改造价值的AI应用场景，判断哪些业务环节改造优先级。
基于业务痛点设计可落地的AI Agent产品方案，产出落地规划和节奏，探索To商家进行商业化的空间。
2、Agent方案落地开发
对于复杂工作流，协同研发厘清Agent的输入和输出产物，共创技术方案，进行知识库和评测机制的运营，确保落地稳定性和效率。
对于简单环节（如简要策略分析、信息清洗、过程监控）的AI Agent提效，相对独立完成痛点识别-方案设计-skill/agent落地-效果评估和迭代全流程。
3、输出AI改造工作流的认知、判断、方法论和工具。

岗位要求：
1、强业务理解能力：能够在进入业务场景后快速建立对业务既有体系、多环节角色、工作流的认知，能深入一线看清真实目标。
2、热情和使命感：对AI有热情，有探索精神，有足够的信仰和坚持。
3、强沟通和协作能力：一方面和一线业务建立紧密链接，赢得信任，共同推动流程变革和升级，务实暴露阻力和风险；另一方面积极和研发协同，给予业务认知和策略方法论输入，共创技术方案，推动Agent系统开发落地。
4、有过在工作场景下建设Skill/Agent经验者优先，欢迎策略、运营、商分、产品等序列同学投递简历。

岗位亮点：
1、AI机会：深度参与并主导AI技术的落地应用实践，兼具AI+策略能力锻炼，可实操通过AI改造工作流，成为行业先锋。
2、业务基本盘：进场零售处于快速发展期，零售行业广阔市场长坡厚雪，生意潜力大，AI对业务发展带动价值明确。
3、AI改造土壤：业务对AI改造和赋能痛点突出，没有历史包袱，组织氛围简单务实，期待AI产生实际价值。
4、团队强调精兵策略，目标培养AI时代的“超级个体”"
"ai_ops","boss","unknown","创作者社区运营（updream）","bilibili","1-3年","工作职责：
1.对AIGC优质创作者规模、用户消费心智&规模等业务指标负责。
2.根据AI业务发展阶段洞察和挖掘品类新增长点，制订和落地相应的运营策略，借助社群、活动、引入拉新、签约等手段激励/孵化更多优质创作者标杆与内容爆款，强化AIGC内容的消费心智。
3.联动B站流量、渠道、产品、生态中台等团队，拓展AI创作者规模与内容消费影响力，推动品类整体增长。
4.沉淀可复用的运营方法论，持续优化业务流程与策略模型。

工作要求：
1.0-3年工作经验，拥有社区内容运营、创作者运营或相关品类运营经验，熟悉AIGC内容生态。
2.具备AIGC工具/模型基础认知，愿意持续学习并探索AI创作前沿。
3.了解B站内容调性与用户互动模式，能快速感知内容热点与创作风向。
4.逻辑清晰、目标导向，有较强的数据sense、学习能力和自驱力，抗压能力强、善于沟通，能够较快推进跨部门协同项目。
5.加分项：深度B站用户、熟悉社区氛围；对AI领域有深层理解与热爱；对AI技术在内容创作中的应用有实际探索经历。
6.熟练使用AI agent能力者优先。"
"ai_ops","boss","unknown","AI native运营（喜欢炒股优先）","同花顺","3-5年","C端用户 不接受居家办公 agent 数据分析能力好 精细化运营策略设计 用户画像与分层 大模型 用户同理心强 沟通能力好

【岗位职责】
1、负责同花顺的用户增长与留存体系建设，包括不限于建立AI用户分层与生命周期模型，制定差异化增长与留存策略，为AI 2C的规模化与长期留存结果负责。
2、通过智能内容、场景触达与行为激励，构建用户与AI的长期关系，搭建数据驱动的运营实验与评估体系，不断验证和优化运营策略，以达成核心目标。
3、纵向联动产品及算法团队，将用户洞察反哺产品体验与算法策略，横向协同各行业产品及运营，推动全链路AI化升级。

【任职资格】
1、3年以上用户运营或增长运营经验，2年AI 2C相关经验，有金融投资行业经验优先。
2、理解大模型能力与智能触达逻辑，具备将AI融入运营体系的能力，熟悉数据驱动方法论，具备增长模型和精细化运营思维。
3、在用增运营或全链路运营或AI运营方面，有成功代表作（如0-1业务破局、稳定成倍增长）。
4、优秀的跨团队协作和项目推进能力，能驱动产品、算法与业务形成增长闭环，多线程并行能力强，注重交付质量。"
"ai_ops","boss","unknown","产品生态经理（协会&开发者社区）","清微智能","3-5年","AI产品

岗位定位
围绕公司云端芯片生态战略，负责国内外开发者生态体系的搭建与精细化运营，主导开发者社区运维、开源社区对接、高校产学研合作、开发者赛事与活动策划等核心工作；通过构建活跃、健康的开发者生态，提升公司芯片产品的开发者调用量、技术口碑与行业影响力，为公司产品的技术迭代、场景落地与市场拓展提供开发者生态支撑。
岗位职责
1、开发者社区体系搭建与精细化运营
- 负责公司官方开发者社区的整体规划、搭建、日常运维与内容运营，制定社区运营规则、内容体系、用户成长体系与激励机制；
- 输出高质量的技术文档、开发教程、最佳实践、案例分享等内容，降低开发者使用门槛，提升社区活跃度与用户粘性；
- 负责社区用户的日常对接、需求响应、问题解答，搭建开发者反馈闭环，推动产品与技术的持续优化。
2、开源生态对接与深度运营
- 调研梳理国内外云计算、芯片、AI、大数据领域的主流开源社区与顶级开源项目，完成目标社区的分级分类与合作规划；
- 负责主流开源社区的深度对接，推动公司产品与开源项目的兼容性适配、技术贡献、社区布道，提升公司在开源领域的影响力；
- 策划开源社区的联合活动、技术沙龙、线上直播、代码贡献挑战赛等，吸引国内外开发者参与，扩大公司技术品牌曝光。
3、高校产学研合作与人才培养
- 负责国内重点高校、科研院所的对接与合作，搭建产学研合作体系，推动联合实验室、人才培养基地、实习实训基地的落地；
4、开发者赛事与品牌活动策划落地
- 负责开发者大赛、编程挑战赛、应用创新大赛等赛事的整体策划、筹备、落地与复盘，打造行业一流开发者赛事IP；
- 联合行业头部企业、开源社区、高校、投资机构等，共同策划开发者峰会、技术论坛、开源大会等行业顶级活动，提升公司行业话语权；
- 负责活动的嘉宾对接、议题策划、宣传推广、报名组织、现场执行等全流程工作，保障活动顺利落地，最大化品牌传播效果。
5、开发者生态数据运营与策略优化
- 搭建开发者生态数据监测体系，持续追踪开发者数量、活跃度、调用量、留存率、社区内容产出等核心指标；
- 定期输出开发者生态运营分析报告，复盘运营效果，识别问题与机会点，优化运营策略与资源投入；
- 调研行业内头部企业的开发者生态运营模式与最佳实践，结合公司业务特点，持续迭代优化公司开发者生态体系。
任职要求
1、本科及以上学历，计算机、电子信息、自动化、软件工程、人工智能等相关专业优先；
2、有5年及以上IT / 互联网 / 芯片行业开发者生态运营、开源社区运营、高校合作、技术品牌营销相关工作经验；
3、熟悉云计算、芯片、AI、大数据领域的主流开源社区、开源项目与开发者生态，有开源社区贡献、技术布道、开发者赛事策划落地经验者优先；
4、具备优秀的项目管理、活动策划、内容运营与跨部门协同能力，能够独立推动大型开发者活动与合作项目落地；
5、具备敏锐的行业洞察力与开发者视角，熟悉开发者群体的需求与行为特征，能够制定针对性的运营策略；
6、具备良好的文案撰写、公众表达与沟通协调能力，有技术博客、开源项目贡献、行业演讲经验者优先。"
"ai_ops","boss","unknown","AI产品运营（AI应用方向）","食亨","1年以内","agent

我们是一家为连锁餐饮企业提供saas数字化解决方案的公司，提供收银、订货、财税、数据分析等数字化系统，帮助品牌提升经营效率与管理能力。你将深入连锁餐饮客户的真实经营场景，推动产品从“完成上线”走向“产生业务价值”；同时把客户问题转化为产品能力、行业解决方案和AI应用，让一次成功交付形成可持续、可复制的价值。
我们有什么：
1、安全、开放、可验证的 AI 实践环境，允许在真实业务问题中探索 AI 应用落地。
2、餐饮行业完整数据环境，覆盖用户消费、门店经营、企业管理、供应商协同等关键场景。
3、完整的内部 AI 开发环境，可基于智能体、BI、自动化工具和业务应用进行快速原型开发。
4、数字员工与智能体案例，包括智能客服、经营分析、流程自动化、知识库问答等方向。
5、充足的 AI 工具与算力资源，包括 Codex、Claude 等主流 AI 工具，用于业务探索和项目交付。
6、拥抱AI生态、有学习力和创造力、有分享精神的同行伙伴
岗位职责
1、深入参与客户全生命周期服务，从需求理解、产品搭建到上线运营，识别影响客户经营与管理的关键问题。
2、作为业务问题负责人，完成问题定义、场景拆解、数据分析、方案设计、资源协调和结果验证，推动问题端到端解决。
3、综合运用产品、数据与 AI 能力，将客户问题转化为产品优化、BI 看板、经营分析、自动化工具、轻量应用及智能体解决方案。
4、从客户反馈、工单及使用数据中识别共性机会，推动解决方案落地，并沉淀为可复用的行业方案、交付模板和最佳实践。
5、持续探索 AI 在客户服务与经营决策中的应用，建设智能客服、知识库问答、自动化流程及智能分析助手等场景。
岗位要求
1、本科及以上学历，211或985院校毕业
2、具备良好的服务意识、责任心和客户同理心，能够深入理解客户业务，并建立良好的客户关系。
3、逻辑清晰、尊重事实、对数据敏感，能够定义问题、拆解场景、明确数据口径，并设计可验证的解决方案。
4、具备较强的目标感和 Owner 意识，善于沟通协调、推动协作和复盘总结，能够对项目进度、产品效果及业务结果负责。
5、有实际使用 AI 工具（如 Claude、Codex 等 AI 编程助手或智能体）解决业务问题并交付完整成果的经验；能够完成任务拆解、过程推进和结果验证，对 AI 产出保持审慎判断，基于业务事实及时纠偏，并对最终交付质量与正确性负责。"
"ai_ops","boss","unknown","AI业务运营管培生","食亨","1年以内","B端产品 ai+业务运营

你将深入连锁餐饮客户的真实经营场景，推动产品从“完成上线”走向“产生业务价值”；同时把客户问题转化为产品能力、行业解决方案和 AI 应用，让一次成功交付形成可持续、可复制的价值。

我们有什么
1、安全、开放、可验证的 AI 实践环境，允许在真实业务问题中探索 AI 应用落地。
2、餐饮行业完整数据环境，覆盖用户消费、门店经营、企业管理、供应商协同等关键场景。
3、完整的内部 AI 开发环境，可基于智能体、BI、自动化工具和业务应用进行快速原型开发。
4、数字员工与智能体案例，包括智能客服、经营分析、流程自动化、知识库问答等方向。
5、充足的 AI 工具与算力资源，包括 Codex、Claude 等主流 AI 工具，用于业务探索和项目交付。
6、拥抱AI生态、有学习力和创造力、有分享精神的同行伙伴

岗位职责
1、参与客户全生命周期服务，包括需求理解、产品搭建、系统交付、培训上线、持续服务和增值场景挖掘。
2、参与客户案例复盘，沉淀行业解决方案、交付模板、AI应用案例和最佳实践。
3、将客户需求拆解为业务场景、问题背景、影响范围、目标结果、数据口径和可执行方案。
4、基于客户反馈、工单数据、使用数据和项目复盘，推动服务流程优化、产品功能优化和行业解决方案沉淀。
5、基于公司餐饮行业全域数据和 AI 环境，探索 BI 看板、经营分析、智能决策、自动化工具和轻量应用开发。
6、基于服务体验提升或服务效率优化，参与数字员工和智能体场景建设，例如智能客服、知识库问答、自动化流程、智能分析助手、客户服务工作流等。

岗位要求
1、本科以上学历，211或985以上
2、有服务意识、责任心和客户同理心，能耐心理解客户需求，并转化为清晰、有价值的业务反馈。
3、目标感强，能围绕客户满意度、项目进度、产品使用效果和业务价值持续推进问题闭环。
4、逻辑性强，能讲清楚“客户问题是什么、为什么重要、应该怎么解决、解决后如何验证”。
5、客观性强，对客观事实具备理解能力和量化能力，不夸大、不模糊、不只停留在客户原话或个人感受。
6、对数据敏感，能理解数据口径、业务含义、基准对比、结果变化和动作之间的关系。
7、具备优秀的沟通、推进、复盘和客户关系管理能力
8、有实际用 AI 工具（Claude/Codex 等编程助手或智能体）完成过完整任务的经历；能把任务拆解到 AI 可执行的粒度，能对 AI 产出保持怀疑、用业务事实验收纠偏，并对最终正确性负责。"
"ai_ops","boss","unknown","AI策略产品运营（AI builder方向）","美团","3-5年","岗位职责：
1、业务工作流梳理和Agent方案设计
深度拆解美团团购-零售业务线各模块工作流，基于业务逻辑的理解和对AI能力边界的认知，识别出具备高改造价值的AI应用场景，判断哪些业务环节改造优先级。
基于业务痛点设计可落地的AI Agent产品方案，产出落地规划和节奏，探索To商家进行商业化的空间。
2、Agent方案落地开发
对于复杂工作流，协同研发厘清Agent的输入和输出产物，共创技术方案，进行知识库和评测机制的运营，确保落地稳定性和效率。
对于简单环节（如简要策略分析、信息清洗、过程监控）的AI Agent提效，相对独立完成痛点识别-方案设计-skill/agent落地-效果评估和迭代全流程。
3、输出AI改造工作流的认知、判断、方法论和工具。

岗位要求：
1、强业务理解能力：能够在进入业务场景后快速建立对业务既有体系、多环节角色、工作流的认知，能深入一线看清真实目标。
2、热情和使命感：对AI有热情，有探索精神，有足够的信仰和坚持。
3、强沟通和协作能力：一方面和一线业务建立紧密链接，赢得信任，共同推动流程变革和升级，务实暴露阻力和风险；另一方面积极和研发协同，给予业务认知和策略方法论输入，共创技术方案，推动Agent系统开发落地。
4、有过在工作场景下建设Skill/Agent经验者优先，欢迎策略、运营、商分、产品等序列同学投递简历。

岗位亮点：
1、AI机会：深度参与并主导AI技术的落地应用实践，兼具AI+策略能力锻炼，可实操通过AI改造工作流，成为行业先锋。
2、业务基本盘：进场零售处于快速发展期，零售行业广阔市场长坡厚雪，生意潜力大，AI对业务发展带动价值明确。
3、AI改造土壤：业务对AI改造和赋能痛点突出，没有历史包袱，组织氛围简单务实，期待AI产生实际价值。
4、团队强调精兵策略，目标培养AI时代的“超级个体”"
"ai_ops","boss","unknown","GEO内容运营专员（视频+文案方向）","时代之门","在校/应届","新闻类 科技 文字功底扎实 不接受居家办公 图文 观点类 测评类 知识类 视频 公司宣传类 内容生产运营

毕业时间：不限

一、核心职责
1. AI搜索优化方案执行
- 参与客户GEO/AIEO优化方案的制定与落地，承担关键词筛选、语义优化、内容结构化、FAQ卡片搭建等执行工作
- 跟进优化结果，收集执行数据并整理反馈，为方案迭代提供基础支撑
2. 多平台内容策略实施
- 重点负责搜狐、网易、抖音图文等核心媒体平台的内容运营与布局，完成内容更新与关键词布局
- 兼顾多平台的内容分发与运营
- 确保内容贴合GEO/AIEO优化需求，适配各平台规范与推荐机制
3. 视频内容生产
- 使用AI工具（即梦、剪映等）生成短视频，包括脚本撰写、视频生成、剪辑及发布
- 能精准抓取产品核心卖点，将复杂信息转化为简洁有力的视频内容
- 优化视频内容质量，确保符合品牌调性与平台规范，提升AI搜索收录概率
- 探索AI视频生成的新方法与新工具，持续提升产出效率
4. 售前客户对接与账号服务
- 作为售前对接人，直接与客户沟通需求，参与需求沟通会议，整理会议纪要并输出执行文档
- 协助客户完成媒体平台账号的注册、绑定及基础设置
- 协助撰写客户GEO/AIEO优化方案，维护方案模板库并持续迭代
- 根据客户反馈及时调整内容策略，确保交付物符合客户预期
5. 账号运营与效果追踪
- 负责公司媒体矩阵账号的日常运营（注册、绑定、发文、维护）
- 执行内容分发计划，跟踪文章/视频收录情况与传播效果
- 定期整理运营数据，输出效果分析报告
6. 行业动态跟踪与学习
- 主动跟踪搜狐、网易、抖音等核心平台及DeepSeek、Kimi、豆包等AI平台的算法更新与行业趋势
- 参与搜索营销策略讨论，结合所学提出优化建议
二、任职要求
1. 学历与专业
- 本科及以上学历，应届或择业期内均可投递
- 专业偏好：新闻传播、广播电视、广告学、影视编导、数字媒体艺术、市场营销等传媒/营销类专业优先
- 具备产品定位思维，能准确理解客户业务并提炼核心卖点
- 无相关经验亦可，须具备较强的学习能力与执行能力
2. 核心技能
- 具备短视频制作能力，熟练使用剪映、即梦等工具生成AI视频，能独立完成从脚本到成片的制作
- 具备较强的文案功底，能精准提炼产品卖点，撰写有吸引力的文章与视频脚本
- 具备产品定位能力，能快速理解客户业务，梳理产品核心优势并转化为传播内容
- 有售前客户对接经验，善于沟通，能准确理解客户需求并快速响应
- 有账号注册、绑定及基础运营经验，能协助客户完成多平台账号搭建
- 熟练使用AI工具（如豆包、DeepSeek、Kimi、千问、即梦等）生成内容者优先
- 有自媒体/公众号/知乎/小红书/抖音等平台的实际运营经验者优先
- 有从0到1搭建项目或账号经历者优先
3. 素质与能力
- 性格开朗，乐于沟通，具备良好的团队协作精神和客户对接能力
- 学习能力强，反应快，能快速接受AI+数字营销新知识，主动探索GEO/AIEO技巧
- 执行力强，责任心强，对交付结果负责，说到做到
- 懂得钻研品牌调性，对内容敏感，能精准抓取产品重点并转化为优质内容
- 细心靠谱，注重细节，能同时处理内容创作、视频制作、客户对接、账号管理等多线程任务
- 抗压能力强，能适应快节奏、多变化的工作环境
三、加分项
1. 传媒类专业背景（新闻、广电、广告、编导、数媒等）
2. 有产品定位、品牌策划相关经验或课程学习经历
3. 有AI视频生成工具（如即梦、可灵、剪映AI等）使用经验
4. 有短视频运营成功案例或爆款内容经验
5. 有客户账号注册、绑定及代运营经验
6. 懂计算机基础，有技术背景或逻辑思维能力
7. 精通Prompt工程，能高效调用大模型生成优质内容
8. 有SEO/GEO实操经验，熟悉搜索引擎优化基础逻辑
9. 有ToB SaaS行业从业或实习经验
10. 对JSON-LD、Schema、FAQ结构化内容、RAG等有基础认知
11. 熟悉DeepSeek、Kimi、豆包等主流AI大模型搜索机制
12. 会用基础的数据工具（Excel、飞书多维表格等）
四、公司福利
1. 弹性工作制：不打卡，弹性上下班，结果导向
2. 通勤便利：园区班车直达地铁站，约10分钟车程
3. 人才政策：G60园区人才补贴可申请
4. 五险一金：入职即缴纳
5. 带薪年假：按国家规定执行
6. 团队氛围：扁平化管理，领导好沟通，团队年轻有活力"
